userid,timestamp,touch_event_type,touch_x,touch_y,direction,angle,TMS
151985,1400463511126,move,206.95947,1352.9595,5.0,199.4446605239756,0.09642139120481906
151985,1400463511252,move,193.57228,1343.0,6.0,233.35232111597526,0.13242521821534364
151985,1400463511353,move,184.0,1338.0,6.0,242.42006233305113,0.10692544193120332
151985,1400463511355,up,184.0,1338.0,,,
151985,1400463512033,down,320.0,1628.0,,,
151985,1400463512160,move,311.0688,1591.2064,5.0,193.64396559769816,0.29812643038069747
151985,1400463512288,move,298.68954,1548.0686,5.0,196.01189776265207,0.3506164238126791
151985,1400463512416,move,287.57352,1522.5735,5.0,203.5574970253921,0.21728949165624387
151985,1400463512534,move,278.49203,1505.9841,5.0,208.69749890354262,0.16027519894908493
151985,1400463512657,move,270.6599,1484.3198,5.0,199.87605894468814,0.18728929242017883
151985,1400463512778,move,264.83112,1469.831,5.0,201.91470436119738,0.12906857981091402
151985,1400463512897,move,260.01117,1459.0111,5.0,204.01157834333702,0.09953715144363351
151985,1400463513000,move,245.0,1452.0,6.0,244.9646566486064,0.160852061267481
151985,1400463513002,up,245.0,1452.0,,,
151985,1400463523243,down,331.0,1665.0,,,
151985,1400463523352,move,331.0,1660.0382,5.0,180.0,0.045521100917431556
151985,1400463523368,move,331.0,1657.3065,5.0,180.0,0.1707312500000029
151985,1400463523386,move,331.0,1652.5,5.0,180.0,0.26702777777777303
151985,1400463523403,move,328.89386,1647.6816,5.0,203.61031186709067,0.3093290219246292
151985,1400463523420,move,327.44196,1643.3258,5.0,198.43455420486626,0.2700826943080593
151985,1400463523439,move,325.5,1637.5,5.0,198.43518485862845,0.3232074121225746
151985,1400463523453,move,325.041,1632.164,5.0,184.91645139611342,0.38255036349773036
151985,1400463523631,move,316.5607,1583.1215,5.0,189.8104244300218,0.27960840056692243
151985,1400463523777,move,312.0,1556.0901,5.0,189.57667371039835,0.187763272407297
151985,1400463523914,move,305.0,1530.5038,5.0,195.30079250529346,0.19362457538818856
151985,1400463524040,move,300.0,1513.8799,5.0,196.73980419781805,0.13777422349531884
151985,1400463524193,move,296.0,1499.9545,5.0,196.02644162430656,0.09469610841006759
151985,1400463524322,move,285.57947,1493.0,6.0,236.28146888329636,0.09711681483898506
151985,1400463524469,move,271.0,1488.0,6.0,251.0706978270949,0.10485042321830791
151985,1400463524472,up,271.0,1488.0,,,
151985,1400463543136,down,325.0,1706.0,,,
151985,1400463543282,move,326.0,1700.3949,4.0,169.8843503101697,0.03899729940103818
151985,1400463543300,move,326.0,1697.4982,5.0,180.0,0.16092777777777834
151985,1400463543316,move,326.0,1694.0,5.0,180.0,0.21863749999999982
151985,1400463543333,move,326.0,1690.9285,5.0,180.0,0.18067647058823616
151985,1400463543351,move,326.0,1687.8417,5.0,180.0,0.17148888888889108
151985,1400463543368,move,326.0,1684.4603,5.0,180.0,0.1989058823529403
151985,1400463543383,move,326.0,1681.2561,5.0,180.0,0.21361333333332672
151985,1400463543400,move,326.0,1678.102,5.0,180.0,0.18553529411764536
151985,1400463543562,move,326.0,1654.5988,5.0,180.0,0.14508148148148214
151985,1400463543700,move,326.0,1640.6837,5.0,180.0,0.10083405797101405
151985,1400463543840,move,326.0,1620.3145,5.0,180.0,0.14549428571428638
151985,1400463543963,move,323.0,1607.4956,5.0,193.1718411574077,0.10703467315710895
151985,1400463544093,move,321.0,1595.1218,5.0,189.18141711557405,0.09641838270307707
151985,1400463544250,move,318.0,1579.6501,5.0,190.97361324465464,0.1003813372710648
151985,1400463544380,move,316.09503,1569.095,5.0,190.23053441183924,0.08250481309643075
151985,1400463544511,move,314.0,1561.4607,5.0,195.34552879637462,0.060431642404457274
151985,1400463544642,move,313.0,1552.5454,5.0,186.39992941408954,0.0684825042893566
151985,1400463544765,move,311.0,1544.7169,5.0,194.3311987234881,0.06569055997256357
151985,1400463544893,move,310.0,1537.8878,5.0,188.3307389594736,0.05392131062824885
151985,1400463545023,move,308.0,1530.7585,5.0,195.6705318357688,0.05695784722367128
151985,1400463545149,move,307.0,1525.0,5.0,189.85152976675312,0.04638637497091946
151985,1400463545282,move,305.7899,1520.0,5.0,193.60511707877438,0.03867932702612406
151985,1400463545430,move,305.0,1513.5,5.0,186.92878494038368,0.04424202458016347
151985,1400463545559,move,304.0,1507.5,5.0,189.46232220802563,0.04715319790928852
151985,1400463545691,move,303.0,1502.2267,5.0,190.73775788103478,0.04066121091553444
151985,1400463545815,move,301.30685,1496.3069,5.0,195.96130965503292,0.04965462726158734
151985,1400463545940,move,301.0,1489.7389,5.0,182.674853137121,0.05260131157148067
151985,1400463546064,move,301.0,1482.6277,5.0,180.0,0.057348387096774624
151985,1400463546190,move,301.0,1477.5,5.0,180.0,0.04069603174603178
151985,1400463546315,move,299.0,1471.9047,5.0,199.6690667475983,0.04753601217771602
151985,1400463546442,move,299.0,1465.523,5.0,180.0,0.05024960629921368
151985,1400463546565,move,297.0,1461.0,5.0,203.85426622535465,0.040206954378341
151985,1400463546685,move,295.0,1455.9368,5.0,201.55437231712705,0.04536579279099608
151985,1400463546807,move,291.5004,1449.5004,5.0,208.53381401434618,0.06005151259999145
151985,1400463546934,move,289.67242,1442.6725,5.0,194.9878616149831,0.055656386976443484
151985,1400463547052,move,286.0,1433.0,5.0,200.7905879527624,0.0876796898764708
151985,1400463547171,move,282.0,1425.0167,5.0,206.61297317154578,0.0750364546152093
151985,1400463547288,move,279.0,1417.196,5.0,200.9866825573531,0.07159279073854473
151985,1400463547405,move,273.82645,1408.8264,5.0,211.7216982876553,0.08409831818311646
151985,1400463547524,move,270.0,1402.5,5.0,211.16716195117783,0.06213094218334838
151985,1400463547654,move,266.0,1394.5,5.0,206.565051177078,0.06880209161537815
151985,1400463547659,move,264.69482,1394.0,6.0,249.0387171502729,0.279534958987245
151985,1400463547790,move,257.2406,1383.2406,5.0,214.7146046223279,0.0999184109117792
151985,1400463547918,move,246.41759,1372.4176,6.0,225.0000264694412,0.11957844106744926
151985,1400463548043,move,231.04344,1361.0435,6.0,233.50523227325965,0.1529935191375111
151985,1400463548174,move,216.0,1350.0,6.0,233.71733364756255,0.14245673398763278
151985,1400463548176,up,216.0,1350.0,,,
151985,1400463549254,down,332.0,1654.0,,,
151985,1400463549332,move,329.7564,1647.2692,5.0,198.434948822922,0.09096007895325414
151985,1400463549348,move,328.2077,1641.8308,5.0,195.89542971596813,0.35341341236441853
151985,1400463549365,move,326.661,1635.644,5.0,194.03624346792648,0.3751298512436931
151985,1400463549382,move,325.11636,1629.4655,5.0,194.0363743866174,0.3746268038247452
151985,1400463549508,move,313.27057,1585.8116,5.0,195.18201619654812,0.3589886803699989
151985,1400463549639,move,305.0,1547.69,5.0,192.24075523451828,0.297774382793237
151985,1400463549759,move,302.0,1523.0748,5.0,186.94870597373892,0.20664449999401785
151985,1400463549896,move,298.0,1510.7169,5.0,197.93570866385213,0.09481122246367502
151985,1400463550024,move,296.0,1498.3253,5.0,189.16845255435484,0.09806220328388769
151985,1400463550148,move,292.0,1485.9445,5.0,197.90465380282424,0.104926826690876
151985,1400463550274,move,290.13126,1474.2625,5.0,189.08845967692653,0.09389305267491728
151985,1400463550404,move,278.7513,1449.7513,5.0,204.904307284311,0.20787775410887407
151985,1400463550526,move,271.92682,1437.9268,5.0,209.9912836400245,0.11190620938550472
151985,1400463550653,move,267.5494,1425.5494,5.0,199.4767681754702,0.10337531254185921
151985,1400463550776,move,264.0,1414.7273,5.0,198.15830117683595,0.09259591150272825
151985,1400463550910,move,262.0,1402.3478,5.0,189.17726158796066,0.09358221459976415
151985,1400463551034,move,257.0,1396.0,5.0,218.2266015468012,0.06516536479196866
151985,1400463551155,move,251.15094,1393.0,6.0,242.84657963238186,0.05432682384977556
151985,1400463551275,move,240.30028,1390.0,6.0,254.5448961079952,0.09381454164837374
151985,1400463551372,move,239.0,1390.0,7.0,270.0,0.01340494845360811
151985,1400463551373,up,239.0,1390.0,,,
151985,1400463559351,down,322.0,1606.0,,,
151985,1400463559414,move,321.6137,1604.8411,5.0,198.4349488229237,0.019390283494015156
151985,1400463559423,move,321.0,1598.8373,5.0,185.83642284320663,0.670564918741609
151985,1400463559438,move,320.29987,1595.5997,5.0,192.20230102637953,0.22082910211694415
151985,1400463559460,move,318.7623,1592.2869,5.0,204.89743067541042,0.1660103386261958
151985,1400463559471,move,317.1815,1588.363,5.0,201.94275543876074,0.38457790374589357
151985,1400463559488,move,315.631,1585.262,5.0,206.565051177078,0.20394255288903235
151985,1400463559505,move,314.08368,1581.1674,5.0,200.701219456587,0.2574828132296353
151985,1400463559642,move,304.687,1542.061,5.0,193.5111704036838,0.29357298686890076
151985,1400463559754,move,299.41553,1517.831,5.0,192.27398291393575,0.221400001029961
151985,1400463559872,move,294.04196,1501.042,5.0,197.74804587237722,0.14938968425247043
151985,1400463559990,move,289.0,1485.4265,5.0,197.89432134991512,0.1390618836191154
151985,1400463560117,move,284.38727,1470.7745,5.0,197.47499958521794,0.1209522589544229
151985,1400463560248,move,274.01257,1454.0126,5.0,211.7552435456501,0.15047962317874383
151985,1400463560366,move,264.19025,1440.3805,5.0,215.7738343450018,0.14239107041610122
151985,1400463560480,move,256.3656,1427.3656,5.0,211.01458274416692,0.13320999882997084
151985,1400463560594,move,249.54039,1416.5404,5.0,212.23113360878497,0.11225618104785462
151985,1400463560709,move,240.0,1410.0,6.0,235.56747229757676,0.10058275322669248
151985,1400463560710,up,240.0,1410.0,,,
151985,1400463590837,down,307.0,1717.0,,,
151985,1400463590988,move,308.0,1712.0321,4.0,168.61888992671354,0.03355991247810991
151985,1400463591004,move,308.0,1707.4308,5.0,180.0,0.28758124999998813
151985,1400463591022,move,308.0,1699.6345,5.0,180.0,0.43312777777778894
151985,1400463591039,move,308.0,1693.4675,5.0,180.0,0.362764705882348
151985,1400463591056,move,308.0,1686.5,5.0,180.0,0.409852941176469
151985,1400463591073,move,308.0,1679.0,5.0,180.0,0.4411764705882353
151985,1400463591216,move,299.16077,1634.4823,5.0,191.23032470166268,0.31738990056325744
151985,1400463591364,move,283.0,1589.0,5.0,199.56114237947145,0.3261358543928969
151985,1400463591367,up,283.0,1589.0,,,
151985,1400463648079,down,260.0,1535.0,,,
151985,1400463648116,move,262.99588,1533.0028,3.0,123.68936137157587,0.09731270453987456
151985,1400463648133,move,269.40417,1529.798,3.0,116.56973600890841,0.42146935168366756
151985,1400463648150,move,275.4773,1526.7614,3.0,116.565315337095,0.3994106712143887
151985,1400463648167,move,279.5,1524.0,3.0,124.46782146460905,0.28701690418370596
151985,1400463648192,move,283.51053,1520.4895,3.0,131.1963310443194,0.21319647700991978
151985,1400463648201,move,287.255,1516.745,4.0,135.00022952066675,0.588389052349456
151985,1400463648218,move,290.29593,1512.556,4.0,144.0228941670181,0.304493318231124
151985,1400463648234,move,293.54886,1507.6768,4.0,146.30887562930337,0.36650879415236215
151985,1400463648252,move,296.6444,1501.7112,4.0,152.57527580747077,0.3733843849502704
151985,1400463648267,move,299.8472,1495.3055,4.0,153.4353066040136,0.4774511974130043
151985,1400463648284,move,301.48685,1488.5657,4.0,166.32677309835543,0.40802230484903346
151985,1400463648301,move,302.93027,1482.2789,4.0,167.06925771890258,0.3794337227408034
151985,1400463648318,move,304.5472,1474.8112,4.0,167.78273121312125,0.44945567199626596
151985,1400463648333,move,305.0,1469.8209,4.0,174.81540574908877,0.33405336852399714
151985,1400463648351,move,305.0,1463.0,5.0,180.0,0.37893888888888544
151985,1400463648368,move,305.0,1458.9063,5.0,180.0,0.24080588235293524
151985,1400463648386,move,305.0,1454.1908,5.0,180.0,0.2619722222222233
151985,1400463648543,move,305.0,1424.4962,5.0,180.0,0.18913757961783462
151985,1400463648671,move,305.0,1396.644,5.0,180.0,0.2175953125000003
151985,1400463648808,move,303.0,1370.0573,5.0,184.3020057538328,0.19461182087213005
151985,1400463648941,move,297.13794,1350.138,5.0,196.39865313386434,0.15612004074656483
151985,1400463649074,move,293.7297,1337.7297,5.0,195.35889580795595,0.09675088193653604
151985,1400463649211,move,288.0,1325.355,5.0,204.84495213384525,0.09953877925099165
151985,1400463649346,move,282.0,1311.9592,5.0,204.1276830206654,0.10872687812535665
151985,1400463649481,move,273.04727,1291.0945,5.0,203.22344580865357,0.168180300489866
151985,1400463649611,move,263.22617,1273.4523,5.0,209.10391115650023,0.15532009819198178
151985,1400463649751,move,249.29866,1251.5973,5.0,212.50809144006735,0.1851111855350974
151985,1400463649889,move,236.92941,1236.9294,5.0,220.14050141362156,0.13903711317175566
151985,1400463650020,move,224.55397,1224.554,6.0,225.00009259609718,0.13359913590905367
151985,1400463650165,move,194.0,1214.0,6.0,250.9439839080518,0.22293384789124282
151985,1400463650167,up,194.0,1214.0,,,
151985,1400463682628,down,213.0,1537.0,,,
151985,1400463682674,move,213.0,1539.3496,1.0,0.0,0.05107826086956542
151985,1400463682691,move,214.09766,1543.293,1.0,15.554740871977565,0.2407834748982575
151985,1400463682708,move,215.74435,1549.9774,1.0,13.839150715366397,0.404955426297201
151985,1400463682724,move,217.5,1558.5,1.0,11.640064311128345,0.543847037614683
151985,1400463682742,move,219.14029,1566.7015,1.0,11.309865300809792,0.4646622081661411
151985,1400463682919,move,242.22559,1596.3872,1.0,37.87068080579328,0.21246031904287405
151985,1400463683054,move,256.0398,1563.7612,4.0,157.05166227326885,0.2624447971400917
151985,1400463683189,move,260.0,1509.7686,4.0,175.8050333261554,0.40101955377890297
151985,1400463683339,move,252.67297,1458.0189,5.0,188.05871190606987,0.34843885602376706
151985,1400463683475,move,241.7564,1410.782,5.0,193.0127498861314,0.35648467974226394
151985,1400463683621,move,234.38554,1373.7711,5.0,191.2633039158567,0.25847760549819315
151985,1400463683766,move,229.46751,1338.4026,5.0,187.91628248255176,0.24626752960835266
151985,1400463683909,move,225.0,1315.5469,5.0,191.05992306540415,0.16285475697995644
151985,1400463684051,move,219.0,1303.1787,5.0,205.87872171186737,0.09680790281588453
151985,1400463684209,move,209.70633,1284.7063,5.0,206.70747724205498,0.13087681207405494
151985,1400463684356,move,197.78658,1265.7866,5.0,212.2116626423057,0.15211886598729096
151985,1400463684477,move,181.0,1257.0,6.0,242.37108947996444,0.1565878234152863
151985,1400463684479,up,181.0,1257.0,,,
151985,1400463685253,down,296.0,1575.0,,,
151985,1400463685393,move,272.61505,1515.5376,5.0,201.46836920374562,0.45639631566454136
151985,1400463685536,move,246.38979,1450.5592,5.0,201.97898608066393,0.4900075762126921
151985,1400463685688,move,232.46779,1404.4033,5.0,196.7848819091136,0.31717003520685827
151985,1400463685823,move,220.10272,1382.1027,5.0,209.0071643963119,0.18888332838074046
151985,1400463685971,move,207.17671,1358.3534,5.0,208.5580865523072,0.1826963787549608
151985,1400463686119,move,193.21059,1327.2106,5.0,204.15405048594005,0.23061499737240604
151985,1400463686254,move,180.83197,1316.8319,6.0,230.0222676366405,0.1196583262896795
151985,1400463686391,move,178.0,1314.0,6.0,225.00070812087353,0.02923329113186032
151985,1400463686393,up,178.0,1314.0,,,
151985,1400463687355,down,294.0,1551.0,,,
151985,1400463687358,move,294.0,1535.4648,5.0,180.0,5.1784000000000106
151985,1400463687362,move,294.0,1529.888,5.0,180.0,1.394200000000012
151985,1400463687379,move,294.0,1525.2806,5.0,180.0,0.2710235294117571
151985,1400463687522,move,284.02786,1471.1394,5.0,190.43620724158131,0.3849784118671791
151985,1400463687659,move,266.31467,1429.972,5.0,203.280868350186,0.3271271875786456
151985,1400463687805,move,251.73062,1398.4612,5.0,204.83597510222035,0.23782268190374498
151985,1400463687969,move,241.0,1381.2751,5.0,211.9797421495174,0.12354270065197764
151985,1400463688094,move,233.89813,1371.0,5.0,214.6511749608872,0.0999245275217335
151985,1400463688232,move,229.0,1371.0,7.0,270.0,0.03549369565217398
151985,1400463688233,up,229.0,1371.0,,,
151985,1400463691255,down,339.0,1556.0,,,
151985,1400463691336,move,339.0,1550.2589,5.0,180.0,0.07087777777777729
151985,1400463691353,move,339.0,1542.793,5.0,180.0,0.43917058823530275
151985,1400463691368,move,339.0,1536.7499,5.0,180.0,0.4028733333333245
151985,1400463691387,move,339.0,1530.558,5.0,180.0,0.3258894736842122
151985,1400463691555,move,329.7466,1471.2399,5.0,188.86646519831584,0.3573542231273037
151985,1400463691687,move,320.38617,1448.3862,5.0,202.27304975792555,0.1870934916092868
151985,1400463691828,move,316.0,1436.015,5.0,199.52180133963532,0.09309036167776279
151985,1400463691963,move,311.64154,1423.6416,5.0,199.40452334647537,0.09717468358222797
151985,1400463692092,move,307.0,1411.2742,5.0,200.57133576032535,0.10240086387700473
151985,1400463692219,move,302.0,1398.906,5.0,202.01163901686422,0.10504431962509134
151985,1400463692349,move,298.0,1389.0,5.0,201.9886434200508,0.08217776805274112
151985,1400463692479,move,289.0,1393.0,7.0,293.96248897457815,0.0757604446292008
151985,1400463692481,up,289.0,1393.0,,,
151985,1400463693631,down,369.0,1562.0,,,
151985,1400463693678,move,368.2334,1559.7002,5.0,198.43494882292157,0.051578767112448486
151985,1400463693695,move,366.9196,1555.7588,5.0,198.43494882292248,0.24438825823112675
151985,1400463693712,move,365.37457,1551.1237,5.0,198.43491173906725,0.287401372948466
151985,1400463693728,move,363.8315,1546.4946,5.0,198.43535727299417,0.3049694646273329
151985,1400463693745,move,362.28604,1541.858,5.0,198.4341332383575,0.2874930790296815
151985,1400463693763,move,360.73816,1535.9526,5.0,194.68753870080786,0.3391605543829917
151985,1400463693908,move,345.3462,1507.6924,5.0,208.57498639869502,0.22193092054192323
151985,1400463694036,move,330.97205,1483.972,5.0,211.21513447462712,0.21668579141485045
151985,1400463694169,move,319.0,1468.6049,5.0,217.9210945829384,0.1464675826328469
151985,1400463694304,move,313.0,1456.2274,5.0,205.86181363401508,0.10188955699391908
151985,1400463694428,move,306.0,1448.0,5.0,220.39165400307937,0.08711548139897775
151985,1400463694429,up,306.0,1448.0,,,
151985,1400463726347,down,312.0,1613.0,,,
151985,1400463726535,move,312.94577,1610.1627,4.0,161.5649905957935,0.015908392850138574
151985,1400463726541,move,314.4639,1604.1444,4.0,165.84236493121062,1.0344705246177108
151985,1400463726558,move,315.90216,1598.3914,4.0,165.9636627976439,0.3488270053769828
151985,1400463726574,move,317.5,1592.0,4.0,165.96384090397837,0.41175636865900334
151985,1400463726594,move,318.0,1586.7489,4.0,174.56080077391238,0.26374254117415097
151985,1400463726608,move,319.0,1581.8054,4.0,168.56419190298843,0.36025920550773655
151985,1400463726781,move,316.0,1537.2313,5.0,183.85040874046015,0.25823665560238024
151985,1400463726940,move,310.0,1509.4042,5.0,192.1676736787564,0.17903523988302264
151985,1400463727076,move,304.79086,1486.5817,5.0,192.85727005450565,0.1721281983362981
151985,1400463727230,move,302.0,1466.7316,5.0,188.00314291490145,0.13016449910409345
151985,1400463727371,move,299.0,1453.5018,5.0,192.77637221046754,0.0962104792477761
151985,1400463727511,move,295.0,1439.5823,5.0,196.03288565382613,0.10344881418175948
151985,1400463727658,move,290.65903,1425.659,5.0,197.31629737058717,0.09921304106690068
151985,1400463727801,move,286.0,1409.578,5.0,196.1574999157928,0.11707912795872262
151985,1400463727939,move,279.36777,1391.7356,5.0,200.3906925879298,0.1379360174628469
151985,1400463728083,move,275.0,1379.094,5.0,199.06042472770923,0.09288112417418123
151985,1400463728230,move,270.0,1365.0762,5.0,199.63077618216656,0.10124376161545293
151985,1400463728375,move,264.41663,1352.4166,5.0,203.7993222274732,0.09542183526465324
151985,1400463728522,move,259.0,1341.1201,5.0,205.6175457170764,0.08522449218699721
151985,1400463728660,move,255.87138,1331.8713,5.0,198.6892938551257,0.07075097682518738
151985,1400463728803,move,251.0,1321.9628,5.0,206.18041436244377,0.07721138449074558
151985,1400463728942,move,247.0,1313.0,5.0,204.05068622920137,0.07061061611926212
151985,1400463729079,move,243.0,1303.2452,5.0,202.29630418292226,0.0769566454084621
151985,1400463729211,move,238.87196,1294.0,5.0,204.06106254809922,0.07670410111416426
151985,1400463729347,move,235.49811,1283.4982,5.0,197.81034086563338,0.08110619662500683
151985,1400463729482,move,233.0,1272.1223,5.0,192.38537556302057,0.08627377050851452
151985,1400463729639,move,225.0,1256.6571,5.0,207.35209306687307,0.11090348317811252
151985,1400463729778,move,215.28424,1244.2843,5.0,218.14082904521263,0.1131767345915795
151985,1400463729916,move,203.0,1230.407,5.0,221.51537911306235,0.134299040527785
151985,1400463730053,move,196.0,1217.9932,5.0,209.4181545894048,0.10402482481167939
151985,1400463730194,move,187.61702,1205.6171,5.0,214.1118400294494,0.1060140659938188
151985,1400463730364,move,178.14879,1197.0,6.0,227.69446019464033,0.0753083147789193
151985,1400463730506,move,173.11781,1195.0,6.0,248.32035533376688,0.038126346767215
151985,1400463730650,move,168.0,1195.0,7.0,270.0,0.035540347222222164
151985,1400463730651,up,168.0,1195.0,,,
151985,1400463738921,down,341.0,1600.0,,,
151985,1400463738974,move,341.0,1596.3379,5.0,180.0,0.06909622641509452
151985,1400463738991,move,341.0,1591.6697,5.0,180.0,0.2746000000000041
151985,1400463739007,move,341.0,1586.5,5.0,180.0,0.32310624999999504
151985,1400463739024,move,341.0,1581.7422,5.0,180.0,0.2798705882352993
151985,1400463739041,move,341.0,1576.5725,5.0,180.0,0.3040999999999953
151985,1400463739058,move,341.0,1572.0015,5.0,180.0,0.26888235294117135
151985,1400463739225,move,328.1032,1511.3097,5.0,191.99671188194137,0.37153852784747543
151985,1400463739369,move,318.7438,1472.2314,5.0,193.4688466114081,0.2790519301298629
151985,1400463739511,move,307.82745,1442.6549,5.0,200.25853046557694,0.2220193755800035
151985,1400463739661,move,302.0,1414.8077,5.0,191.81945070161441,0.18966938736683614
