userid,ATMS_1,ATMS_2,ATMS_3,ATMS_4,ATMS_5,ATMS_6,ATMS_7,ATMS_8,max_TMS_1,max_TMS_2,max_TMS_3,max_TMS_4,max_TMS_5,max_TMS_6,max_TMS_7,max_TMS_8,min_TMS_1,min_TMS_2,min_TMS_3,min_TMS_4,min_TMS_5,min_TMS_6,min_TMS_7,min_TMS_8,length_1,length_2,length_3,length_4,length_5,length_6,length_7,length_8,accel_x_1,accel_x_2,accel_x_3,accel_x_4,accel_x_5,accel_x_6,accel_x_7,accel_x_8,accel_y_1,accel_y_2,accel_y_3,accel_y_4,accel_y_5,accel_y_6,accel_y_7,accel_y_8,accel_z_1,accel_z_2,accel_z_3,accel_z_4,accel_z_5,accel_z_6,accel_z_7,accel_z_8,max_accel_x_1,max_accel_x_2,max_accel_x_3,max_accel_x_4,max_accel_x_5,max_accel_x_6,max_accel_x_7,max_accel_x_8,min_accel_x_1,min_accel_x_2,min_accel_x_3,min_accel_x_4,min_accel_x_5,min_accel_x_6,min_accel_x_7,min_accel_x_8,max_accel_y_1,max_accel_y_2,max_accel_y_3,max_accel_y_4,max_accel_y_5,max_accel_y_6,max_accel_y_7,max_accel_y_8,min_accel_y_1,min_accel_y_2,min_accel_y_3,min_accel_y_4,min_accel_y_5,min_accel_y_6,min_accel_y_7,min_accel_y_8,max_accel_z_1,max_accel_z_2,max_accel_z_3,max_accel_z_4,max_accel_z_5,max_accel_z_6,max_accel_z_7,max_accel_z_8,min_accel_z_1,min_accel_z_2,min_accel_z_3,min_accel_z_4,min_accel_z_5,min_accel_z_6,min_accel_z_7,min_accel_z_8,total_accel_1,total_accel_2,total_accel_3,total_accel_4,total_accel_5,total_accel_6,total_accel_7,total_accel_8,gyro_x_1,gyro_x_2,gyro_x_3,gyro_x_4,gyro_x_5,gyro_x_6,gyro_x_7,gyro_x_8,gyro_y_1,gyro_y_2,gyro_y_3,gyro_y_4,gyro_y_5,gyro_y_6,gyro_y_7,gyro_y_8,gyro_z_1,gyro_z_2,gyro_z_3,gyro_z_4,gyro_z_5,gyro_z_6,gyro_z_7,gyro_z_8,max_gyro_x_1,max_gyro_x_2,max_gyro_x_3,max_gyro_x_4,max_gyro_x_5,max_gyro_x_6,max_gyro_x_7,max_gyro_x_8,min_gyro_x_1,min_gyro_x_2,min_gyro_x_3,min_gyro_x_4,min_gyro_x_5,min_gyro_x_6,min_gyro_x_7,min_gyro_x_8,max_gyro_y_1,max_gyro_y_2,max_gyro_y_3,max_gyro_y_4,max_gyro_y_5,max_gyro_y_6,max_gyro_y_7,max_gyro_y_8,min_gyro_y_1,min_gyro_y_2,min_gyro_y_3,min_gyro_y_4,min_gyro_y_5,min_gyro_y_6,min_gyro_y_7,min_gyro_y_8,max_gyro_z_1,max_gyro_z_2,max_gyro_z_3,max_gyro_z_4,max_gyro_z_5,max_gyro_z_6,max_gyro_z_7,max_gyro_z_8,min_gyro_z_1,min_gyro_z_2,min_gyro_z_3,min_gyro_z_4,min_gyro_z_5,min_gyro_z_6,min_gyro_z_7,min_gyro_z_8,total_gyro_1,total_gyro_2,total_gyro_3,total_gyro_4,total_gyro_5,total_gyro_6,total_gyro_7,total_gyro_8
fZGMlMXvdVPUhsubnq9I3nme73B3,2.11235447890182e-06,1.45918859317966e-06,1.51894623286907e-06,1.62069050535951e-06,3.32398558373232e-06,,1.7003113472791e-07,1.95269255220985e-06,3.42652200329468e-06,2.05140987056006e-06,2.12860924740193e-06,2.48969083904979e-06,3.41140981725012e-06,,1.7003113472791e-07,2.85823908448235e-06,5.6999483344325e-07,9.152465573766e-07,7.4511127568222e-07,1.33017481522636e-06,3.23656135021452e-06,,1.7003113472791e-07,4.5196236867572e-07,593.69293,111.817359,181.235123,292.486697,167.598067,,1.870342,487.76239,0.636879,1.280962,-0.470825,0.51291,-0.672,,1.22805,0.981937,6.47835,6.80925,5.162175,6.349485,5.4975,,5.19105,5.469162,7.261136,6.89025,8.665175,7.235205,8.92545,,8.667,7.821162,2.148,2.18595,2.03295,1.67805,-0.53295,,1.22805,3.46905,-1.38495,-0.993,-1.06005,-0.36105,-0.81105,,1.22805,-1.33695,7.959,7.50795,7.317,7.05795,5.53605,,5.19105,7.317,4.71195,4.79805,4.41495,5.75595,5.45895,,5.19105,4.137,9.88305,9.54795,9.88305,8.29395,8.94495,,8.667,9.59595,4.21395,5.21895,6.081,6.34905,8.90595,,8.667,6.64605,10.075375,10.045424,10.283336,9.686413,10.50515,,10.177033,9.748539,0.394704,0.334332,-1.123077,0.715208,0.400744,,-0.280912,-0.004377,-0.700178,0.381974,2.660325,-1.776155,-1.83095,,7.08978,1.229698,-0.39654,1.202713,3.435139,-2.288892,-3.211385,,7.34731,1.212784,1.89035,1.1495,1.11458,1.62429,0.4103,,-0.280912,0.326838,-1.74955,-1.60751,-2.05164,-0.634975,0.391187,,-0.280912,-0.561413,3.45152,3.44506,5.05697,0.398475,-1.72356,,7.08978,6.98019,-2.95707,-0.9724,-1.30941,-3.08399,-1.93834,,7.08978,-2.04421,2.70724,3.19495,6.93069,0.114125,-2.89383,,7.34731,6.59519,-3.5101,0.299888,-0.579975,-3.29326,-3.52894,,7.34731,-2.31509,2.159025,2.229942,5.059966,3.160603,3.718975,,10.214052,3.107322
fZGMlMXvdVPUhsubnq9I3nme73B3,2.42528726536833e-06,1.46115564379954e-06,1.07692038973654e-06,1.31236046901106e-06,2.57378161986861e-06,,,1.94824851252726e-06,3.84979260709548e-06,3.69228145541761e-06,2.30159152097234e-06,1.91998087962484e-06,3.93149329781716e-06,,,3.09703495424455e-06,5.682388840645e-08,5.323971375e-08,1.155421686747e-08,8.568924704316e-08,1.3249999999999e-07,,,5.9015026957506e-07,572.08926,240.859689,200.960957,178.984448,257.838926,,,343.511037,0.215182,0.126217,0.075,0.3147,-0.25959,,,-0.37045,6.321559,6.424117,6.11135,6.309857,6.06417,,,5.86745,7.53955,7.949789,7.223883,7.553293,7.97178,,,7.534883,1.87905,1.47705,0.94995,1.065,0.28005,,,0.25095,-2.046,-1.76805,-1.29,-0.57105,-0.648,,,-1.21305,7.64205,7.43205,6.79005,6.876,6.54105,,,6.40695,4.40505,4.51095,4.96095,5.64105,5.75595,,,4.884,11.2721,11.55,8.83905,8.68605,8.69595,,,9.04095,4.79805,4.59705,6.41595,6.55005,7.614,,,6.675,10.09268,10.458706,9.561358,9.901739,10.027559,,,9.586589,0.822362,-0.268507,-0.243834,0.241962,-0.505396,,,0.296557,-0.710025,-0.018715,0.387429,0.202498,0.460377,,,-0.061905,-0.841862,-0.009992,0.514174,0.70343,0.471953,,,-0.064656,2.08931,0.81675,1.05036,1.54743,0.028875,,,1.20766,-1.23145,-1.97037,-1.66031,-0.900075,-1.55169,,,-0.16885,0.446463,1.05614,0.949162,0.763675,0.7359,,,0.139563,-3.45936,-0.7282,-0.389812,-0.586712,0.080438,,,-0.488125,0.393663,0.519337,0.770825,0.92565,1.19212,,,0.18425,-5.86685,-0.622463,0.237188,0.417175,-0.585612,,,-0.65065,1.975394,1.299652,1.226298,1.421409,1.065137,,,0.425516
fZGMlMXvdVPUhsubnq9I3nme73B3,1.58264045258016e-06,7.4538038921606e-07,9.1166635888215e-07,1.35767724737309e-06,1.90308275103968e-06,,6.25625e-08,1.14280019524528e-06,2.90149808423382e-06,1.1478894443589e-06,1.44130644945827e-06,2.20167223721843e-06,3.05659573001524e-06,,6.25625e-08,2.38738168555009e-06,3.1496854236587e-07,3.3292255196297e-07,3.3175786392611e-07,7.5710339006809e-07,4.5532489636046e-07,,6.25625e-08,1.4046519659078e-07,589.716982,207.745693,212.115089,177.620574,240.606152,,1.001,323.4962,0.156775,-0.118779,0.462513,0.311871,-0.7532,,-0.399,0.18326,6.1475,5.981486,6.371838,6.424886,5.72235,,5.95695,6.43061,7.510325,7.516575,7.247263,6.952843,8.159175,,7.45995,7.3964,1.58295,1.98495,1.87905,1.563,-0.456,,-0.399,0.97905,-1.21305,-1.26105,-1.251,-0.51405,-0.96405,,-0.399,-0.61005,7.221,7.29795,7.221,6.73305,5.976,,5.95695,6.99105,5.10495,5.11395,5.41095,5.93805,5.478,,5.95695,6.05295,9.44295,9.27,8.226,7.977,8.724,,7.45995,8.50395,5.727,5.631,6.63705,6.321,7.33605,,7.45995,6.16695,9.879689,9.800062,9.795702,9.508257,10.002128,,9.554858,9.827965,-0.127753,-0.273644,0.626439,0.333614,0.660068,,-0.611737,-0.580415,0.212513,0.336866,-0.430135,-0.391188,-1.572747,,1.17301,-1.046127,0.64741,0.536712,-0.014368,0.019231,-2.173188,,0.384175,-1.430835,0.559075,0.722287,1.07498,0.7832,0.819912,,-0.611737,0.388988,-1.35726,-1.39439,0.227975,0.192775,0.379225,,-0.611737,-1.3046,2.34355,2.41849,0.641163,0.601012,-1.41941,,1.17301,0.9031,-1.84209,-1.07222,-1.57671,-1.40058,-1.73621,,1.17301,-1.97684,2.61085,2.42412,2.06539,1.8832,-1.65289,,0.384175,1.67118,-1.63116,-1.68919,-2.79152,-2.3012,-2.48504,,0.384175,-2.54045,2.288764,1.701982,2.3193,1.523235,2.76785,,1.377594,2.20638
fZGMlMXvdVPUhsubnq9I3nme73B3,1.75333603864157e-06,1.1727806542943e-06,1.14849888683878e-06,1.29143864205003e-06,2.36229535903028e-06,,1.3217502896255e-07,9.5565579843919e-07,3.06643058541298e-06,1.78889453469175e-06,1.66408442522858e-06,1.9781571917102e-06,2.7140394306734e-06,,1.3217502896255e-07,1.95026033219204e-06,5.623655913979e-08,8.7079808290657e-07,6.6122796553524e-07,6.9154911306519e-07,1.92314322891101e-06,,1.3217502896255e-07,2.0767372766585e-07,620.92242,187.780572,191.988448,333.666281,155.998902,,2.1148,309.571331,0.143937,0.467119,0.07935,0.019587,-0.7242,,-0.06405,-0.0402,6.321853,6.654862,6.264506,6.2842,5.796488,,6.10095,6.24934,7.325274,7.111988,7.176862,7.240013,8.188012,,7.59405,7.72327,1.58295,1.68795,1.611,1.02705,-0.43695,,-0.06405,0.52005,-1.242,-1.27005,-1.27005,-1.098,-0.93495,,-0.06405,-1.52895,7.48005,7.47,7.33605,6.88605,5.93805,,6.10095,6.64605,5.23905,5.30595,5.34405,5.478,5.67,,6.10095,5.15205,9.108,8.523,8.29395,7.90095,8.44695,,7.59405,8.42805,5.66895,5.61195,6.033,6.26295,7.79505,,7.59405,7.125,9.823823,9.935335,9.680651,9.634154,10.062148,,9.741421,9.968369,0.157712,0.357809,0.209121,0.268675,0.347669,,-0.445775,-0.567627,-0.17888,-0.46224,-0.366696,-0.297768,-0.2167,,0.967175,-0.02837,0.010797,-0.057664,-0.124695,0.111971,-0.259737,,0.781963,-0.457306,0.5951,1.3387,1.04418,0.502288,0.416625,,-0.445775,-0.001788,-0.406588,-0.3828,-0.30525,-0.119488,0.2035,,-0.445775,-1.1462,0.590563,0.4807,0.28985,0.272388,-0.023788,,0.967175,1.33183,-0.769175,-1.35039,-1.26143,-0.871337,-0.353238,,0.967175,-0.836963,0.346637,0.241175,0.065862,0.353788,-0.004812,,0.781963,1.10069,-0.555775,-0.356263,-0.4158,-0.4554,-0.370012,,0.781963,-1.69414,0.611775,1.006659,0.838862,0.636063,0.498781,,1.321215,1.376801
vFzaVrrP3CSltFTn3XctTBCEMXE3,,1.46951744916003e-06,1.30337902272586e-06,,1.2448119701941e-07,,2.02009709161546e-06,5.8410036514858e-07,,1.93000662996154e-06,2.57562911738977e-06,,1.2448119701941e-07,,4.44676545235762e-06,8.2948520742842e-07,,9.6296073131996e-07,7.02959635495e-09,,1.2448119701941e-07,,9.17647058824e-09,1.94283683511e-07,,138.762543,322.624628,,4.10788,,483.047492,52.043257,,-3.28179,-2.842662,,-2.535,,-2.836425,-2.42922,,6.27081,6.568188,,5.99505,,6.234688,6.09483,,6.90861,6.62465,,8.274,,6.880913,7.28775,,-3.10005,-2.391,,-2.535,,-2.27595,-2.35305,,-3.46395,-3.39705,,-2.535,,-3.579,-2.50605,,6.31095,7.03905,,5.99505,,6.30195,6.20595,,6.24405,6.024,,5.99505,,6.19605,5.99505,,7.24005,7.863,,8.274,,7.33605,7.50795,,6.68505,5.37195,,8.274,,6.50295,7.16295,,9.892363,9.782923,,10.527389,,9.722105,9.80719,,0.033082,0.449075,,-0.4092,,-0.218144,-0.082252,,-0.59499,-0.194035,,-0.20515,,0.152659,-0.25487,,-0.388162,-0.208576,,0.154962,,0.094669,0.452017,,0.274312,0.91465,,-0.4092,,-0.0715,-0.066688,,-0.31405,-0.53295,,-0.4092,,-0.528,-0.129525,,-0.543125,0.851263,,-0.20515,,0.38005,-0.2145,,-0.650787,-0.657663,,-0.20515,,-0.51205,-0.290262,,-0.33055,0.289025,,0.154962,,0.42955,0.477675,,-0.533775,-0.591525,,0.154962,,-0.468737,0.3872,,0.742024,0.885725,,0.483264,,0.463392,0.526783
vFzaVrrP3CSltFTn3XctTBCEMXE3,,1.28672461892315e-06,1.98308879505812e-06,1.568118790077e-08,2.1539703977491e-07,,1.69354314980061e-06,4.1735118317973e-07,,2.92906350221363e-06,3.33619651804735e-06,1.568118790077e-08,2.1539703977491e-07,,3.98878322731721e-06,5.6956468838583e-07,,3.174933712951e-07,1.5670609116055e-07,1.568118790077e-08,2.1539703977491e-07,,1.0105576400194e-07,2.6513767797363e-07,,188.490162,239.728431,0.26658,17.877954,,502.298371,13.924803,,-3.475886,-3.072325,-2.592,-2.95605,,-2.79585,-2.706975,,6.295993,6.67195,6.01395,5.96595,,6.173004,5.933025,,6.855429,6.282375,7.49895,7.65195,,6.942343,7.254525,,-3.30105,-2.439,-2.592,-2.95605,,-2.06505,-2.66895,,-3.75105,-3.85605,-2.592,-2.95605,,-3.42495,-2.745,,6.33,7.10595,6.01395,5.96595,,6.33,5.976,,6.26295,6.30195,6.01395,5.96595,,5.81295,5.89005,,6.981,6.89505,7.49895,7.65195,,7.824,7.28805,,6.69405,5.832,7.49895,7.65195,,6.11895,7.221,,9.936741,9.69061,9.955918,10.143132,,9.722197,9.754968,,0.114577,0.832333,-0.265238,-0.457188,,-0.177729,-0.130969,,-0.552239,-0.072944,-0.188513,-0.333575,,-0.059056,-0.3025,,-0.396511,-0.034512,0.039325,0.028188,,0.115333,0.260838,,0.5632,0.932938,-0.265238,-0.457188,,-0.05885,-0.085662,,-0.320925,0.725725,-0.265238,-0.457188,,-0.4477,-0.176275,,-0.443713,0.219313,-0.188513,-0.333575,,0.192225,-0.216837,,-0.666325,-0.352,-0.188513,-0.333575,,-0.401913,-0.388162,,-0.19195,0.098312,0.039325,0.028188,,0.434087,0.3751,,-0.583412,-0.113575,0.039325,0.028188,,-0.449625,0.146575,,0.765021,0.860922,0.327772,0.566646,,0.397669,0.431049
vFzaVrrP3CSltFTn3XctTBCEMXE3,8.775e-08,7.9534086202918e-07,1.82971883437193e-06,,,,2.088380970373e-06,5.4728458156458e-07,8.775e-08,1.73958307059927e-06,2.76844340639258e-06,,,,4.47170633897523e-06,1.49142085410608e-06,8.775e-08,1.244207895489e-07,7.5635329873e-09,,,,3.8165303306697e-07,6.151990703779e-08,2.457,117.307047,340.543904,,,,471.52528,62.958878,-3.20505,-3.462375,-2.940983,,,,-2.834086,-2.764264,6.38805,6.425138,6.757217,,,,6.211895,6.064864,6.618,6.68115,6.077783,,,,6.8439,7.248171,-3.20505,-3.26205,-2.58195,,,,-2.26605,-2.38095,-3.20505,-3.60705,-3.34905,,,,-3.30105,-3.42495,6.38805,6.59895,7.09695,,,,6.378,6.38805,6.38805,6.34005,6.09105,,,,5.871,5.81295,6.618,6.89505,7.671,,,,7.84305,7.64205,6.618,6.474,4.836,,,,6.00495,6.60795,9.740506,9.896707,9.584072,,,,9.684659,9.857145,-0.320925,0.155427,0.639283,,,,-0.217137,-0.261486,-0.497063,-0.663816,0.307709,,,,-0.048662,-0.167023,-0.46915,-0.385241,0.169186,,,,0.028362,0.196193,-0.320925,0.634425,0.931287,,,,-0.11495,-0.125125,-0.320925,-0.34485,-0.57475,,,,-0.312537,-0.498575,-0.497063,-0.528962,1.16132,,,,0.108625,0.022962,-0.497063,-0.767937,-0.3476,,,,-0.295625,-0.621363,-0.46915,-0.0902,0.422675,,,,0.399987,0.443437,-0.46915,-0.715825,-0.050875,,,,-0.426937,-0.539,0.755094,0.887044,0.948631,,,,0.346173,0.515851
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.754385965e-11,1.14679074838615e-06,1.94713382477351e-06,,4.9365967303504e-07,,1.71249022672819e-06,3.809951176031e-07,1.754385965e-11,2.61899375272577e-06,3.627375e-06,,4.9365967303504e-07,,3.77783119101588e-06,6.9427400532043e-07,1.754385965e-11,2.9214210056138e-07,8.220853451709e-08,,4.9365967303504e-07,,1.1265015462832e-07,8.04065147389e-08,0.001,119.088755,335.516571,,12.835151,,496.810359,19.430751,-2.71695,-3.3294,-3.24345,,-2.994,,-2.791061,-2.621,6.168,6.33618,6.635767,,5.90895,,6.228568,6.0847,7.479,6.85101,6.231217,,7.54605,,6.899432,7.342,-2.71695,-3.042,-2.60205,,-2.994,,-2.19,-2.535,-2.71695,-3.61695,-3.78,,-2.994,,-3.444,-2.66895,6.168,6.369,7.05795,,5.90895,,6.44505,6.18705,6.168,6.31095,6.29205,,5.90895,,5.98605,5.98605,7.479,6.981,6.96195,,7.54605,,7.69005,7.575,7.479,6.723,5.34405,,7.54605,,5.93805,7.14405,10.067844,9.910473,9.684713,,10.041046,,9.724949,9.890223,-0.436975,0.301125,0.625106,,-0.358463,,-0.175588,-0.229075,-0.210925,-0.59686,0.21476,,-0.073012,,-0.018847,-0.213904,0.168987,-0.372653,-0.038867,,0.246537,,0.162908,0.318954,-0.436975,0.649825,0.81015,,-0.358463,,-0.10615,-0.153588,-0.436975,-0.14135,-0.036162,,-0.358463,,-0.33055,-0.367675,-0.210925,-0.322163,1.11416,,-0.073012,,0.331925,-0.1628,-0.210925,-0.7832,-0.887012,,-0.073012,,-0.422262,-0.308138,0.168987,-0.261113,0.254375,,0.246537,,0.453887,0.447838,0.168987,-0.531025,-0.498575,,0.246537,,-0.377025,0.139013,0.513803,0.837113,0.916855,,0.441143,,0.416972,0.476445
vFzaVrrP3CSltFTn3XctTBCEMXE3,,1.23606772245709e-06,1.46752169903899e-06,,,,1.67127720070863e-06,2.7215739648595e-07,,2.43694771935124e-06,3.12520279904461e-06,,,,3.92930163383523e-06,5.3937221613952e-07,,3.501463684502e-08,4.634782608696e-08,,,,8.944271909999e-08,4.94257683237e-09,,123.416575,309.161128,,,,518.004859,9.253351,,-3.35619,-3.048273,,,,-2.88318,-2.7975,,6.3096,6.770086,,,,6.22434,5.895,,6.81081,6.296264,,,,6.87927,7.536525,,-2.83095,-2.32395,,,,-1.88295,-2.76405,,-3.693,-3.99,,,,-3.588,-2.83095,,6.48405,7.20195,,,,6.48405,5.98605,,5.85195,6.34005,,,,5.79405,5.80395,,7.66095,6.924,,,,7.79505,7.84305,,6.44505,5.21895,,,,5.99505,7.23,,9.888196,9.767485,,,,9.746751,9.970123,,0.06743,0.534312,,,,-0.186413,-0.468394,,-0.67562,-0.153963,,,,0.000541,-0.156132,,-0.311878,-0.080075,,,,0.087432,0.352962,,0.465162,1.01791,,,,-0.04895,-0.311713,,-0.528,-0.371388,,,,-0.41635,-0.625075,,-0.175725,1.05215,,,,0.22495,-0.126638,,-0.981888,-0.95205,,,,-0.451275,-0.185625,,0.283937,0.567463,,,,0.547938,0.50435,,-0.82555,-0.881787,,,,-0.563887,0.201575,,0.924872,1.057488,,,,0.416983,0.644389
vFzaVrrP3CSltFTn3XctTBCEMXE3,,1.2526627856608e-06,1.99577261008089e-06,,,1.753088791961e-08,1.80089175725553e-06,2.6844059976274e-07,,2.68577576055526e-06,2.91792308381298e-06,,,1.753088791961e-08,4.2806513931271e-06,5.0112416204096e-07,,2.9059409972649e-07,1.406666666667e-08,,,1.753088791961e-08,3.7370641938462e-07,9.267587604118e-08,,116.004853,334.49449,,,0.280494,484.800912,19.631999,,-3.52296,-2.9895,,,-3.42495,-2.893736,-3.004,,6.31701,6.741112,,,6.38805,6.1725,6.13235,,6.73437,6.172238,,,6.876,6.947925,7.109,,-3.36795,-2.64,,,-3.42495,-2.26605,-2.75505,,-3.61695,-3.52095,,,-3.42495,-3.51105,-3.282,,6.378,7.10595,,,6.38805,6.321,6.35895,,6.28305,6.34995,,,6.38805,5.976,5.94705,,7.49895,7.40295,,,6.876,7.55595,7.374,,6.378,4.836,,,6.876,5.976,6.76095,,9.887574,9.649542,,,9.990838,9.751573,9.864338,,0.216095,0.861816,,,-0.388025,-0.215777,-0.329679,,-0.774291,0.124317,,,-1.0164,0.112004,-0.170638,,-0.396467,0.043725,,,-0.809187,0.210002,0.136171,,0.611462,1.03716,,,-0.388025,-0.0781,-0.250113,,-0.272525,0.471763,,,-0.388025,-0.328487,-0.39215,,-0.6226,1.04294,,,-1.0164,0.329037,0.089238,,-1.05078,-0.792138,,,-1.0164,-0.335088,-0.604863,,-0.17215,0.4653,,,-0.809187,0.594413,0.5973,,-0.754737,-0.215188,,,-0.809187,-0.392975,-0.497337,,0.959012,1.048761,,,1.355882,0.455277,0.670295
vFzaVrrP3CSltFTn3XctTBCEMXE3,,1.26965323140828e-06,1.86203216787716e-06,,,4.464160142078e-08,1.42376503100555e-06,1.3567472153172e-07,,2.95600488677286e-06,2.63676955873704e-06,,,4.464160142078e-08,3.45514741071315e-06,2.4599237617241e-07,,1.0506548403271e-07,5.730140214638e-08,,,4.464160142078e-08,1.6221738799789e-07,2.535706689103e-08,,184.923079,253.456885,,,2.990987,498.976388,5.424367,,-3.589457,-2.962864,,,-2.71695,-2.771656,-2.669025,,6.355136,6.796993,,,6.10995,6.22005,6.219975,,6.772157,5.901857,,,7.43205,6.969062,7.302525,,-3.51105,-2.20905,,,-2.71695,-2.01705,-2.65005,,-3.66495,-3.70305,,,-2.71695,-3.55905,-2.688,,6.369,7.13505,,,6.10995,6.369,6.225,,6.321,6.35895,,,6.10995,6.04305,6.21495,,6.99105,6.876,,,7.43205,7.85295,7.33605,,6.35895,5.36295,,,7.43205,6.34905,7.269,,9.958021,9.50281,,,9.997433,9.763152,9.95689,,0.34102,0.692018,,,-0.0847,-0.230644,-0.272044,,-0.323459,0.189769,,,0.225912,-0.153118,-0.151662,,-0.22988,-0.067041,,,0.22495,0.128643,0.289232,,0.792275,0.825825,,,-0.0847,-0.141212,-0.254375,,-0.158263,0.3773,,,-0.0847,-0.3201,-0.289712,,0.110963,0.456362,,,0.225912,0.171463,-0.141625,,-0.5104,-0.004812,,,0.225912,-0.4686,-0.1617,,-0.003987,-0.007425,,,0.22495,0.586438,0.308,,-0.537625,-0.203637,,,0.22495,-0.472037,0.270463,,0.646659,0.750396,,,0.329868,0.473023,0.425453
vFzaVrrP3CSltFTn3XctTBCEMXE3,,9.9086972736531e-07,1.5957687612629e-06,,3.401280736853e-07,2.447290962654e-08,1.66017884869629e-06,3.3304124977012e-07,,9.9086972736531e-07,3.16002365126632e-06,,3.401280736853e-07,2.447290962654e-08,3.83109186465589e-06,3.3304124977012e-07,,9.9086972736531e-07,3.615104314684e-08,,3.401280736853e-07,2.447290962654e-08,1.5803912131473e-07,3.3304124977012e-07,,16.844785,434.090211,,8.84333,1.419429,495.043235,5.661701,,-3.35805,-3.109915,,-2.75505,-2.41005,-2.77146,-2.841,,6.30195,6.577996,,5.96595,6.23505,6.16559,5.94705,,6.93405,6.428862,,7.68105,7.824,7.06007,7.21095,,-3.35805,-2.60205,,-2.75505,-2.41005,-1.81605,-2.841,,-3.35805,-3.62595,,-2.75505,-2.41005,-3.56895,-2.841,,6.30195,7.09695,,5.96595,6.23505,6.31095,5.94705,,6.30195,6.24405,,5.96595,6.23505,5.93805,5.94705,,6.93405,7.25895,,7.68105,7.824,7.43205,7.21095,,6.93405,5.35305,,7.68105,7.824,6.60795,7.21095,,9.953498,9.732617,,10.108481,10.290732,9.791332,9.76916,,0.203637,0.433686,,-0.341412,-0.303737,-0.240488,-0.110275,,-0.705238,-0.057941,,-0.200062,-0.208175,0.012815,-0.326838,,-0.209275,-0.071712,,0.249013,0.269087,0.165623,0.559075,,0.203637,0.69685,,-0.341412,-0.303737,-0.112337,-0.110275,,0.203637,-0.275412,,-0.341412,-0.303737,-0.411812,-0.110275,,-0.705238,0.804513,,-0.200062,-0.208175,0.2882,-0.326838,,-0.705238,-1.02314,,-0.200062,-0.208175,-0.418137,-0.326838,,-0.209275,0.120037,,0.249013,0.269087,0.6127,0.559075,,-0.209275,-0.579013,,0.249013,0.269087,-0.337425,0.559075,,0.763299,0.790131,,0.467541,0.456071,0.494676,0.656924
vFzaVrrP3CSltFTn3XctTBCEMXE3,,8.9752324698567e-07,1.31419395368855e-06,,3.086294117647e-08,,2.03836767214197e-06,2.92401049715e-07,,8.9752324698567e-07,2.67237858878552e-06,,5.870588235294e-08,,3.96101390545016e-06,6.7938248442753e-07,,8.9752324698567e-07,2.425581395349e-08,,3.02e-09,,4.0078604407464e-07,6.409192506447e-08,,29.618267,398.547655,,1.149,,468.477376,44.529563,,-3.85605,-3.330103,,-2.58705,,-3.0845,-2.636825,,6.19605,6.557259,,6.01455,,6.118938,6.083,,6.89505,6.140953,,8.11605,,7.004675,7.310175,,-3.85605,-2.50605,,-2.56305,,-1.998,-2.17095,,-3.85605,-4.16295,,-2.61105,,-3.89505,-3.16695,,6.19605,7.14405,,6.09105,,6.24405,6.25395,,6.19605,6.129,,5.93805,,5.99505,5.90895,,6.89505,7.28805,,8.14005,,7.28805,7.48905,,6.89505,3.993,,8.09205,,6.69405,6.78,,10.040014,9.645518,,10.428036,,9.823039,9.877365,,0.046612,0.405848,,-0.202606,,-0.187905,-0.18017,,-0.426113,-0.097762,,-0.217388,,0.102002,-0.273212,,-0.465712,-0.207513,,0.3784,,0.246526,0.230312,,0.046612,1.11086,,-0.176,,-0.123613,-0.132,,0.046612,-0.687087,,-0.229212,,-0.266887,-0.252037,,-0.426113,1.24713,,-0.189063,,0.323125,0.044412,,-0.426113,-0.877113,,-0.245713,,-0.223988,-0.364787,,-0.465712,0.487163,,0.390913,,0.351038,0.416075,,-0.465712,-1.05311,,0.365887,,0.001238,-0.178888,,0.632956,0.987172,,0.48266,,0.366056,0.463302
vFzaVrrP3CSltFTn3XctTBCEMXE3,,1.44872205977525e-06,1.52945718761435e-06,,,,1.78936971801312e-06,3.0978446399849e-07,,2.45432165203062e-06,3.17547077845634e-06,,,,4.06742622138451e-06,5.6883591727426e-07,,5.6526085780836e-07,1.875e-10,,,,9.29411764706e-09,1.4227298739106e-07,,107.006749,353.235707,,,,509.498773,17.430568,,-3.717488,-3.333927,,,,-3.28533,-2.924,,6.229762,6.510723,,,,6.12808,5.99535,,6.744225,6.515632,,,,6.80908,7.22735,,-3.45405,-2.391,,,,-2.58195,-2.72595,,-4.17195,-4.29705,,,,-4.239,-3.05205,,6.29205,7.068,,,,6.34995,6.01395,,6.177,6.024,,,,5.84205,5.98605,,6.876,7.575,,,,7.58505,7.40295,,6.66495,5.277,,,,6.18705,7.03905,,9.909128,9.834957,,,,9.758491,9.835989,,0.116944,0.519738,,,,-0.201309,-0.225821,,-0.66275,-0.113438,,,,0.034549,-0.359608,,-0.550894,-0.052025,,,,0.045201,0.216425,,0.374275,0.919325,,,,-0.106975,-0.144788,,-0.2266,-0.337975,,,,-0.335912,-0.308,,-0.496787,1.28177,,,,0.342788,-0.242,,-0.880413,-0.813312,,,,-0.740987,-0.428725,,-0.39655,0.475475,,,,0.328487,0.352688,,-0.753225,-0.727512,,,,-0.625212,0.083738,,0.90547,0.914232,,,,0.446571,0.499415
